flags,utterance,category,intent
BPMLQDW,"please, ask an agent how I can request some fucking invoices",INVOICES,get_invoice
BIPMD,could you ask an agent how to get some invoices?,INVOICES,get_invoice
BIML,can you see some bills?,INVOICES,get_invoice
BML,"I want to download some invoices, can you show me some information?",INVOICES,get_invoice
BL,tell me how I can request an invoice,INVOICES,get_invoice
BIPLDW,could you ask an agent where I can request a fucking bill?,INVOICES,get_invoice
BL,I want to know if I can see an invoice,INVOICES,get_invoice
BL,I want to know how I can obtain an invoice,INVOICES,get_invoice
BIPMSLW,what information could you tell me about obtaining some fucking bills?,INVOICES,get_invoice
BIPLQD,could u ask an agent how I could see a bill?,INVOICES,get_invoice
BMLQD,ask an agent how I can download some bills,INVOICES,get_invoice
BLQZ,"I wanna obtain a bill, can you sho me some information?",INVOICES,get_invoice
BIML,"I want to request some invoices, can you tell me how to do it?",INVOICES,get_invoice
BML,I want to know how I can obtain some invoices,INVOICES,get_invoice
BMQ,"I wanna get some invoices, tell me how to do it",INVOICES,get_invoice
BIPLQ,"i wanna download an invoice, could you tell me how to do it?",INVOICES,get_invoice
BLQ,I wanna download an invoice,INVOICES,get_invoice
BIML,can you obtain some invoices?,INVOICES,get_invoice
BLQZ,"I want to get a bil, can you show me some information?",INVOICES,get_invoice
BL,"i want to download an invoice, can you give me some information?",INVOICES,get_invoice
BIPLQ,"id like to download a bill, can you tell me how I can do it, please?",INVOICES,get_invoice
BML,"I want to download some invoices, can you give me some information?",INVOICES,get_invoice
BPMLQZ,"please, i wanna know if i can obtain somebills",INVOICES,get_invoice
BL,I want to know if I can obtain a bill,INVOICES,get_invoice
BIQD,can u ask an agent where to get an invoice?,INVOICES,get_invoice
BISL,what information can you tell me about requesting a bill?,INVOICES,get_invoice
BML,tell me how I can see some invoices,INVOICES,get_invoice
BLZ,where to download a bil,INVOICES,get_invoice
B,"I want to get an invoice, tell me how I can do it",INVOICES,get_invoice
BSLQ,I wanna ask for information about seeing a bill,INVOICES,get_invoice
BML,help me download some bills,INVOICES,get_invoice
BIMSLQ,what information can u tell me about seeing some bills?,INVOICES,get_invoice
BML,i want to know how I can request some bills,INVOICES,get_invoice
BSLQ,I want to know something about downloading an invoice,INVOICES,get_invoice
BLQ,"I want to see an invoice, can you show me some information?",INVOICES,get_invoice
BILQ,"I want to see an invoice, can you tell me how to do it?",INVOICES,get_invoice
BILQ,can I see an invoice?,INVOICES,get_invoice
BIL,"I want to see an invoice, can you tell me where to do it?",INVOICES,get_invoice
BML,help me see some bills,INVOICES,get_invoice
BIPLQDW,can you ask an agent if I could download a fucking bill?,INVOICES,get_invoice
BIMSL,what can you tell me about downloading some bills?,INVOICES,get_invoice
BSLQZ,i want to ask for information about geting a bill,INVOICES,get_invoice
BMSL,i want information about seeing some bills,INVOICES,get_invoice
BSLQ,i wanna know something about downloading an invoice,INVOICES,get_invoice
BIPLQD,"please, could u ask an agent how I can see a bill?",INVOICES,get_invoice
BIML,is it possible to get some bills?,INVOICES,get_invoice
BQZ,"I wanna get a invoice, tell me how I can do it",INVOICES,get_invoice
BLQ,i wanna know if I can obtain a bill,INVOICES,get_invoice
BPLQ,"please, i wanna know if i can see an invoice",INVOICES,get_invoice
BMLQ,"i wanna see some bills, tell me how I can do it",INVOICES,get_invoice
BIL,where can I see an invoice?,INVOICES,get_invoice
BILQD,can you ask an agent where I can obtain a bill?,INVOICES,get_invoice
BMLD,ask an agent how to download some bills,INVOICES,get_invoice
BIPMSLQDW,"do you mind asking an agent how I can get some fucking bills, please?",INVOICES,get_invoice
BMLQ,I want to know how to request some bills,INVOICES,get_invoice
BMLQ,"i want to see some invoices, can you give me some information?",INVOICES,get_invoice
BLQ,i want to know if i can request a bill,INVOICES,get_invoice
BLQZ,i want torequest a invoice,INVOICES,get_invoice
BML,get some bills,INVOICES,get_invoice
BIMLD,can you ask an agent how I can obtain some invoices?,INVOICES,get_invoice
BIL,"I want to see a bill, can you tell me how to do it?",INVOICES,get_invoice
BIL,how do I request an invoice?,INVOICES,get_invoice
BLQ,I want to request a bill,INVOICES,get_invoice
BS,I need information about getting an invoice,INVOICES,get_invoice
BMLQ,i want to request some invoices,INVOICES,get_invoice
BIPL,"I want to see an invoice, can you tell me where I can do it, please?",INVOICES,get_invoice
BMLQ,i wanna download some bills,INVOICES,get_invoice
BIMLW,"i want to see some fucking bills, can you tell me how I can do it?",INVOICES,get_invoice
BIPL,"I want to see a bill, can you tell me where I can do it, please?",INVOICES,get_invoice
BMLQD,ask an agent if i can obtain some invoices,INVOICES,get_invoice
BMLQ,"I want to request some bills, tell me how I can do it",INVOICES,get_invoice
BISLZ,what information do you have about seeing an bill?,INVOICES,get_invoice
BIPMLEQ,"I would like to download some bills, can you tell me how I can do it?",INVOICES,get_invoice
BMLQZ,I want to knwo if I can requet some invoices,INVOICES,get_invoice
B,get an invoice,INVOICES,get_invoice
BSLQZ,I want to request information about egtting an invoice,INVOICES,get_invoice
BLQ,"I want to download a bill, tell me how to do it",INVOICES,get_invoice
BIQD,can u ask an agent where I can get an invoice?,INVOICES,get_invoice
BMSLQ,i wanna know something about obtaining some bills,INVOICES,get_invoice
BIPLQ,"i'd like to request a bill, can you tell me where to do it?",INVOICES,get_invoice
BIMLQ,can I obtain some bills?,INVOICES,get_invoice
BILQ,"I want to request an invoice, can you tell me how I can do it?",INVOICES,get_invoice
BSLZ,I need help requesting an bil,INVOICES,get_invoice
BPSLQ,"please, Id like to get information about seeing an invoice",INVOICES,get_invoice
BL,I want to know if I can get a bill,INVOICES,get_invoice
B,tell me if I can get an invoice,INVOICES,get_invoice
BILQD,can u ask an agent where to download a bill?,INVOICES,get_invoice
BL,I want to know where to see an invoice,INVOICES,get_invoice
BSL,I want to request information about requesting a bill,INVOICES,get_invoice
BL,I want to know where I can obtain a bill,INVOICES,get_invoice
BIL,how can I request a bill?,INVOICES,get_invoice
BMLQZ,i want toknow if i can request some invoices,INVOICES,get_invoice
BL,where to see an invoice,INVOICES,get_invoice
BIMLZ,how can I obtyain some bills?,INVOICES,get_invoice
BIMLQ,"I want to see some invoices, can you tell me how I can do it?",INVOICES,get_invoice
BIPMQD,"can u ask an agent how I can get some invoices, please?",INVOICES,get_invoice
BMLQ,tell me if I can see some bills,INVOICES,get_invoice
BIPLQ,"I'd like to obtain a bill, can you tell me where to do it, please?",INVOICES,get_invoice
BIMLQD,can u ask an agent if i can download some bills?,INVOICES,get_invoice
BIPLQDZ,"please, could u ask an agent where I could see an bill?",INVOICES,get_invoice
BSL,I need help seeing a bill,INVOICES,get_invoice
BISLD,can you ask an agent for information about downloading a bill?,INVOICES,get_invoice
BPMLQD,"please, ask an agent if i could obtain some bills",INVOICES,get_invoice
BMSL,tell me about downloading some bills,INVOICES,get_invoice
BIPMLEQ,"I would like to download some invoices, can you tell me how I can do it?",INVOICES,get_invoice
BLZ,"I wabt to request a bill, tell me how I can do it",INVOICES,get_invoice
BILQDZ,an u ask an agent if I can get a bil?,INVOICES,get_invoice
BIL,can you tell me where to request a bill?,INVOICES,get_invoice
BIMSL,what information do you have about seeing some bills?,INVOICES,get_invoice
BIMLQ,"I wanna download some bills, can you tell me how I can do it?",INVOICES,get_invoice
BMSL,information about requesting some invoices,INVOICES,get_invoice
BLQZ,I want to know how to see a bilo,INVOICES,get_invoice
BML,tell me how to see some bills,INVOICES,get_invoice
BL,help me download an invoice,INVOICES,get_invoice
BLQ,"I wanna see a bill, can you give me some information?",INVOICES,get_invoice
BMLQZ,i want to obtain  some bills,INVOICES,get_invoice
BMLQ,I want to know how I can request some invoices,INVOICES,get_invoice
BLQZ,tedlo me if I can see an invoice,INVOICES,get_invoice
BL,how to download a bill,INVOICES,get_invoice
BIML,can you tell me how to see some invoices?,INVOICES,get_invoice
BISQZ,what information can u tell me about getting a invoice?,INVOICES,get_invoice
BLQZ,"I wanna download a bill, can you show me some information ?",INVOICES,get_invoice
BL,tell me where I can see an invoice,INVOICES,get_invoice
BL,I want to know where to request a bill,INVOICES,get_invoice
BIPSLQD,"could u ask an agent for information about downloading an invoice, please?",INVOICES,get_invoice
BMLZ,tell me how to download someinvoices,INVOICES,get_invoice
BMLQD,ask an agent if i can obtain some invoices,INVOICES,get_invoice
BIMSL,what information can you tell me about obtaining some invoices?,INVOICES,get_invoice
BLQ,I want to know where to obtain an invoice,INVOICES,get_invoice
BL,"I want to see an invoice, can you give me some information?",INVOICES,get_invoice
BLQ,I wanna know how to download a bill,INVOICES,get_invoice
BL,tell me where to get a bill,INVOICES,get_invoice
BMLZ,i want to know how to dowmmload some invoices,INVOICES,get_invoice
BIL,how do I obtain a bill?,INVOICES,get_invoice
BL,tell me where I can download an invoice,INVOICES,get_invoice
BSL,I want to ask for information about downloading a bill,INVOICES,get_invoice
BISL,what can you tell me about getting a bill?,INVOICES,get_invoice
BIPQD,could u ask an agent where to get an invoice?,INVOICES,get_invoice
BIPLQD,"can you ask an agent if i can obtain a bill, please?",INVOICES,get_invoice
BMLQD,ask an agent if I can see some bills,INVOICES,get_invoice
BLQZ,"I want to request an invoice, telol me where I can do it",INVOICES,get_invoice
BPQ,"I'd like to get an invoice, can you give me some information?",INVOICES,get_invoice
BIL,can you tell me where I can see a bill?,INVOICES,get_invoice
BML,I want to know how I can see some invoices,INVOICES,get_invoice
BIMLQ,can I request some invoices?,INVOICES,get_invoice
BIPMLDWZ,could you ask an agent if I can obtain some fucking inovices?,INVOICES,get_invoice
BMSLQ,I wanna get information about getting some bills,INVOICES,get_invoice
BISL,what can you tell me about requesting a bill?,INVOICES,get_invoice
BILQ,"I wanna obtain a bill, can you tell me how to do it?",INVOICES,get_invoice
BSLQZ,I want to knowsomething about seeing an invoice,INVOICES,get_invoice
BIPMLQD,can you ask an agent if i could request some bills?,INVOICES,get_invoice
BIPLQD,"please, could u ask an agent if I can obtain an invoice?",INVOICES,get_invoice
BIL,can you tell me how I can obtain an invoice?,INVOICES,get_invoice
BMLQ,I want to know if I can obtain some bills,INVOICES,get_invoice
BIPLQW,"i wanna see a fucking invoice, could you tell me where I can do it?",INVOICES,get_invoice
BIML,how can I download some invoices?,INVOICES,get_invoice
BMSQ,I want to know something about getting some invoices,INVOICES,get_invoice
BILQD,can u ask an agent how to request an invoice?,INVOICES,get_invoice
BMSLZ,tell me about obtaining xome bills,INVOICES,get_invoice
BL,how to obtain a bill,INVOICES,get_invoice
BLQ,I want to know if i can download an invoice,INVOICES,get_invoice
BIML,can you tell me how to obtain some bills?,INVOICES,get_invoice
BMLZ,tell me how  I cdan see some bills,INVOICES,get_invoice
BIML,"I want to download some invoices, can you tell me how to do it?",INVOICES,get_invoice
BIL,is it possible to request an invoice?,INVOICES,get_invoice
BI,"I want to get an invoice, can you tell me how I can do it?",INVOICES,get_invoice
BL,help me obtain a bill,INVOICES,get_invoice
BL,how to get a bill,INVOICES,get_invoice
BLQZ,I wanna see an bill,INVOICES,get_invoice
BILQ,"I want to download a bill, can you tell me where I can do it?",INVOICES,get_invoice
BSLQ,i want to ask for information about obtaining a bill,INVOICES,get_invoice
BILQ,can u obtain a bill?,INVOICES,get_invoice
BL,i want to know where to request an invoice,INVOICES,get_invoice
BSL,tell me about obtaining a bill,INVOICES,get_invoice
BIMSL,what information can you tell me about downloading some bills?,INVOICES,get_invoice
BMLQ,i wanna know if i can see some bills,INVOICES,get_invoice
BML,I want to know how I can get some bills,INVOICES,get_invoice
BLD,ask an agent if i can download a bill,INVOICES,get_invoice
BISLD,can you ask an agent for information about getting a bill?,INVOICES,get_invoice
BIL,can you tell me how to obtain an invoice?,INVOICES,get_invoice
BML,"I want to download some invoices, tell me how I can do it",INVOICES,get_invoice
